,old_fk_score,new_fk_score,old_fk_grade,new_fk_grade,old_ar_index,new_ar_index,old_gf_index,new_gf_index
1,68.81926470588238,103.625,5.772058823529413,1.2900000000000027,14.32285714285714,7.7963768115942,19.87058823529412,14.0
2,41.06107843137258,75.98359649122811,10.347647058823531,5.807894736842105,7.280476190476186,2.2556756756756755,24.53333333333333,19.803508771929824
3,27.485000000000014,64.22999999999999,11.91,7.28166666666667,9.612857142857145,4.724637681159418,24.0,16.46666666666667
4,73.84500000000001,103.04428571428576,4.450000000000003,0.6257142857142846,6.582727272727272,2.942499999999999,19.06666666666667,14.228571428571428
5,26.236258503401388,53.5564705882353,13.657551020408164,10.012549019607842,15.0873,8.484134615384615,26.125170068027213,22.094117647058823
6,70.66750000000002,98.8675,4.520555555555557,0.5872222222222234,7.666666666666668,5.050000000000001,19.57777777777778,15.133333333333333
7,9.532590206185604,52.79159090909093,17.954097938144333,12.727727272727275,21.817619047619047,14.384499999999996,29.49381443298969,25.545454545454547
8,44.415454545454566,99.81689922480624,9.796969696969697,2.897674418604652,10.644761904761909,2.911981981981981,20.15757575757576,13.175193798449612
9,42.60000000000002,71.33625000000004,9.553333333333336,6.104166666666664,15.443513513513516,8.991999999999997,19.15555555555556,16.944444444444446
10,-3.2510144927535976,59.83333333333337,15.61739130434783,7.149629629629633,14.964000000000006,7.143333333333331,27.414492753623197,19.8962962962963
11,-15.662499999999966,109.095,16.065000000000005,-0.4666666666666668,4.003333333333334,-4.692500000000003,25.0,12.4
12,1.2888636363636294,99.23460526315787,14.445909090909094,1.778157894736843,6.965714285714284,0.2240000000000002,24.018181818181816,12.221052631578948
13,47.434318181818185,85.88886363636365,8.009545454545457,2.6459090909090897,6.335454545454546,3.33818181818182,13.109090909090908,9.472727272727274
14,31.037500000000023,57.06826923076926,10.545000000000002,6.91423076923077,12.605384615384615,10.431538461538462,27.21538461538462,21.06153846153846
15,45.64500000000001,89.09087719298246,8.383333333333333,2.4063157894736875,11.867894736842103,7.653684210526315,22.4,15.164912280701754
16,44.82306896551725,68.24544262295082,9.889172413793109,6.771278688524593,10.857580645161292,5.168703296703299,22.571034482758623,18.650491803278687
17,39.49229885057474,73.54021505376345,10.152413793103449,5.569032258064517,11.156551724137934,5.3115053763440905,25.935632183908048,19.617204301075272
18,30.947692307692336,62.70357142857142,12.172307692307694,7.991428571428575,18.19961538461539,15.110714285714288,22.123076923076923,14.171428571428573
19,33.57500000000002,145.925,9.57,-4.609999999999999,0.2325000000000017,-6.068,21.6,4.0
20,2.470274390243929,32.626075581395355,15.461158536585366,11.379244186046511,20.582142857142863,12.878787878787882,26.539024390243902,22.9046511627907
21,-162.80999999999997,66.10000000000002,36.71333333333334,6.27555555555556,8.311428571428571,2.43333333333333,41.2,12.488888888888887
22,66.67612068965518,92.77625,7.561551724137935,4.293749999999999,7.421034482758621,4.552258064516131,19.593103448275865,12.65
23,40.2858823529412,52.72705882352943,11.863529411764706,10.128235294117648,20.78235294117647,19.397058823529413,24.447058823529414,20.917647058823533
24,33.10644927536234,54.88249999999999,12.450869565217396,9.57916666666667,16.99891304347826,10.708750000000002,26.133333333333333,20.56666666666667
25,-3.767857142857139,47.59642857142859,17.262857142857147,10.098571428571429,20.661785714285717,17.129285714285714,25.6,19.88571428571429
26,80.78250000000001,97.7025,3.855,1.495000000000001,7.1080000000000005,6.166,13.66666666666667,11.0
27,78.19795454545455,85.88886363636365,3.718636363636364,2.6459090909090897,3.766363636363636,4.194545454545455,16.745454545454546,16.745454545454546
28,36.97294871794875,59.199929378531095,10.255384615384614,7.445000000000004,12.464088050314466,7.541016949152542,23.46666666666667,20.204519774011303
29,47.72181818181819,65.66727272727275,14.801212121212124,12.29818181818182,17.825624999999995,6.881875000000001,25.321212121212124,21.684848484848487
30,25.455000000000013,62.17150000000001,12.69,7.693000000000001,17.069200000000002,13.489600000000005,28.13333333333334,21.0
31,58.8663235294118,112.085,7.160294117647062,0.1100000000000012,14.30684210526315,5.688833333333331,22.223529411764705,10.0
32,16.30538461538464,43.06428571428572,14.214615384615389,10.730714285714289,15.858974358974358,9.654464285714283,25.969230769230776,24.88571428571429
33,47.95833333333337,74.13619047619049,9.220000000000002,5.8171428571428585,10.655454545454546,4.718333333333334,21.766666666666666,17.238095238095237
34,45.32412790697677,63.67750000000001,12.278720930232565,9.967222222222222,13.056000000000004,11.162608695652176,21.62325581395349,17.88888888888889
35,0.0382456140351052,22.40833333333333,14.827368421052627,11.790000000000004,13.56315789473684,9.22133333333333,27.796491228070177,22.666666666666668
36,83.32000000000004,83.32000000000004,2.879999999999999,2.879999999999999,-1.032,-1.032,18.0,18.0
37,52.09769230769234,80.83214285714287,9.222307692307696,5.462857142857143,11.246730769230773,5.590060606060604,22.123076923076923,19.17142857142857
38,35.60500000000002,56.75500000000002,8.790000000000003,5.840000000000003,11.184999999999995,11.184999999999995,30.8,30.8
39,-1.275999999999982,18.27928571428575,19.648,17.665714285714284,20.55461538461538,19.6525,29.200000000000003,28.342857142857145
40,29.00750000000002,75.32035714285716,11.325000000000005,5.362142857142857,9.101052631578948,2.0314285714285703,17.51764705882353,11.81904761904762
41,27.70379098360658,61.05125000000001,13.183729508196723,8.718750000000004,15.492043010752688,8.547538461538462,28.39508196721312,24.525
42,11.088181818181852,14.933636363636396,14.445454545454544,13.90909090909091,16.759545454545453,17.615909090909092,28.03636363636364,24.4
43,35.097500000000025,35.097500000000025,8.985000000000003,8.985000000000003,5.562000000000001,7.445999999999998,25.0,25.0
44,13.446260162601646,36.85875968992252,14.779024390243908,11.67906976744186,28.11093023255814,12.655333333333338,29.856910569105693,27.12868217054264
45,35.79307343234328,54.98000000000002,10.357846534653463,8.075,20.90654088050315,10.999253731343288,21.584488448844887,19.333333333333336
